cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
 Manju Kisku,NA," Pusan Mahto's house of Village-Brahmoria, Panchayat-Kusumbha, Block-Vishnugarh, District-Hazaribag is leaking here and there in the rain and the wall is also breaking down. Kisku",anti poverty programs,2018-07-30 00:00:00.000,2022-11-18 10:44:01.764,HAZARIBAGH,True,False,False,BDO," visit to BDO, write an application and submit to BDO, Screen video to BDO",2018,7,30,2022,11,18,True,ghar mile
 Ravinder Baraik,SHIKHA PAHARIN,"Khuti-District, Block-Raniya, seven widows, old women of village-Digri have submitted applications for old age pension in the block level camp, which has not yet benefited the widow old age, due to which the poor widow old women are facing a lot of trouble. .",anti poverty programs,2018-08-10 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,BDO," Got o BDO office with lady, give an application and submit all document. ask BDO to release her pension asap. screen video to BDO",2018,8,10,2022,11,18,True,pension given jay
 Basanti Hunni Purti,NA,"Sanika Munda of Village Gai Gai Block Murhu District Khunti is a handicapped person. He has applied for ration card several times but till now it has not been made. Similarly, there are 7 more families in the village who are very poor but have not received the ration card yet. Due to which they are being deprived of government facilities.",anti poverty programs,2018-07-17 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,BFSO, screen,2018,7,17,2022,11,18,True,"block food supply officer, murhu"
 Vinti Vishwakarma,NA,"71 years have passed since the independence of India, yet the attention of the administration and the government has not gone properly towards the extinct primitive tribe. Even today Birhor community is not getting the benefit of Birsa Awas. Even today they live in huts. There are 18 Birhor families in Nalvawa Birhor Tola of District Koderma, Block Domchanch, Panchayat Dhodhakola, all the families have been living in huts for 30 years.",anti poverty programs,2018-01-10 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,DC, now,2018,1,10,2022,11,18,True,get the benefits of birsa awas
 Vinti Vishwakarma,NA," District-Koderma Block- In Shivnagar of Phulwaria Panchayat of Domchanch, apart from Poojan Devi, Gaura Devi, the house of other three people is in dilapidated condition and they are forced to live with plastic. Is.",anti poverty programs,2018-04-09 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,BDO, screen.,2018,4,9,2022,11,18,True,"bdo, domchanch, koderma"
 Vinti Vishwakarma,NA,"Paro Birhorni of Sitwajmuniya Birhor Tola of District Koderma, Block Domchanch, Panchayat Dhodhakola was getting Tribal Security Pension since 2015. 6 months ago passbook Muktar Miya Thekedar was taken, since then Paro Birhorni has stopped getting Tribal Security Pension. unable to take care of children",anti poverty programs,2018-01-09 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,BDO, now,2018,1,9,2022,11,18,True,paro birhorni ko passbook paas mil aur shir se pension ka labh mil.
 Emilia Hansda,NA,"The house of Rahima Bibi of Village Baliadanga, Panchayat Baliadanga, Block Maheshpur, District Pakur is in dilapidated condition, 15 families like her are dilapidated and some are in a dilapidated state. It will be available after the name appears in the list, but there is no information yet.",anti poverty programs,2018-07-25 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO," visit to video with an application, give details and ask to allot house under PMYA",2018,7,25,2022,11,18,True,ghar mile
 Emilia Hansda,NA,"Pansuri Tudu of Village Hathimara Panchayat Teliapokhar Block Maheshpur has been visiting the block office for old age pension since 2010. She is 67 years old. Like her, 8 other people are not getting old age pension. It has stopped for years and the body is getting weaker.",anti poverty programs,2018-07-25 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO," Lock the application and block me, screening the video",2018,7,25,2022,11,18,True,vridha pension mile
 Elizabeth Murmu,NA,Talakuri Soren of Sindri village of Sitarampur panchayat of Maheshpur district of Pakur district is not getting disability pension since last 8 years.,anti poverty programs,2018-01-10 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO, NA,2018,1,10,2022,11,18,True,talakuri disabled pension mile.
 Elizabeth Murmu,NA," District Pakad Block Maheshpur Panchayat Sitarampur Sindri village's Regina Marandi, whose age is 60, but till date she has not been able to get widow pension, as there are many other old widows in this village.",anti poverty programs,2018-08-09 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO," visit to BDO with all document, screen video and give an application.",2018,8,9,2022,11,18,True,pension given jay
 Bharti Kumari,SHIKHA PAHARIN,"Basu Devi and 12 families of Mahlidih village of Maganpur panchyat of Gola block of Ramgarh district have lost their houses during monsoons, now they are surviving by making plastic mats.",anti poverty programs,2017-09-20 00:00:00.000,2022-11-18 10:44:01.764,RAMGARH,True,False,False,BDO, NA,2017,9,20,2022,11,18,True,unko pradhan mantri awas mile
 Shikha Paharin,GRADUATE CC, The family of Fagu Paharia of Naogachi Pahar village of Durgatola panchayat of Borio block of Sahebganj district has been living since 1950. Those made of lacquer live in the deep. Unhono Birsa awas ke liye bahoot baar daur dhup liya par unko Birsa awas nahi mil payi hai.,anti poverty programs,2017-08-30 00:00:00.000,2022-11-18 10:44:01.764,SAHEBGANJ,True,False,False,COM-BB, NA,2017,8,30,2022,11,18,True,fagu pahria to birsa aws mile.
 Shikha Paharin,GRADUATE CC,District Sahibganj Block Mandaro Village Damini Bhitta Santhali resident Marang Kudi Marandi and 14 people of the village are not getting ration since 2009 due to lack of ration cards.,anti poverty programs,2018-01-27 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,MOPS, now,2018,1,27,2022,11,18,True,ration mile
 Sanju Malto,NA,"Messi Pahadin, a resident of Village Kesari Pahar Panchayat Bacha Block Mandaro District Sahibganj, who was once stopped after getting old age pension, wants the pension to be started again.",anti poverty programs,2018-04-15 00:00:00.000,2022-11-18 10:44:01.764,SAHEBGANJ,True,False,False,HP, screen,2018,4,15,2022,11,18,True,"harivansh pandit, circle officer, mandro, sahebganj"
 Shikha Paharin,GRADUATE CC,"Like Kalia Paharia, a resident of village Gadi Pahar block Mandaro district Sahibganj, all the villagers have to go many kilometers away to get ration after seeing their rent whereas under the primitive tribe food security scheme, ration should reach every household.",anti poverty programs,2018-04-15 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,KS," Maki IU, Screen.",2018,4,15,2022,11,18,True,"kailash sahu, block supply officer, mandro, sahebganj"
 Shikha Paharin,GRADUATE CC,"Savitri Devi's husband, resident of District Sahebganj Rajendra Nagar Imli Tola, died in the year 2012 and till date Savitri Devi has filled form for widow pension in Sahibganj block 5 times but till date she is deprived of widow pension.",anti poverty programs,2018-02-01 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,CO-NS, now,2018,2,1,2022,11,18,True,vidhwa pension mile
 Xavier Hamsay,NA,"Birsa Hamsai (70 years), an old man from Timda village of Bandgaon block of West Singhbhum district. His name is also in the old age pension list and Aadhaar number, bank account number are also mentioned correctly. Despite this, his old age pension has been closed for one year. He is sick for 6-7 months and in this situation Birsa Hamsai is in dire need of money.",anti poverty programs,2018-01-29 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO, now,2018,1,29,2022,11,18,True,pension miles
 Kamal Kishor Purty,NA,"In 2016, as per the rules of MNREGA Act 2005, 373 laborers of West Singhbhum Khuntpani block had applied for work. Due to non-availability of work on time, 173 people demanded unemployment allowance as per rules. Kamal Purti applied for the cooperation of TRTC at many places and finally payment has started from the end of 2017.",anti poverty programs,2018-03-04 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,False,False,False,NA,NA,2018,3,4,2022,11,18,NA,NA
 Kamal Kishor Purty,NA,"Two families of Pandrasali Toli Chonsai under Khuntpani block of West Singhbhum district have not been allotted housing scheme even after several times in the Gram Sabha. On the contrary, in the name of providing accommodation, the ward member is asking for Rs.5000. Due to the corrupt ward member husband in this village for the last 3 years no one is getting the benefit of the housing scheme.",anti poverty programs,2017-09-15 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO, NA,2017,9,15,2022,11,18,True,indra awas mile
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," The government toilet built in Reena Tudu's house in Khamra township of Bokaro district Gomiya block is not fit for use. The toilet was constructed 3 months back but due to the use of substandard material, it has become dilapidated. Reena's family is forced to go out for defecation.",corruption,2017-10-27 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,BDO," screen to BDO, Gomiya with application",2017,10,27,2022,11,18,True,"bdo, gomiya"
 Sanchita Pathak,MST SORIYA BANU,"Village-Jamdali Pahariapada, Block-Dumka, District Dumka Jharkhand The problem is that Mandodari Pujharni's husband was a watchman, after her death she was given ₹ 35000. When Mandodari Pujharni asked why I was given only ₹ 25000, the bank people told that they had only this much money in their account, then I asked them if you had given only ₹ 25000 from my bank account. He said no, I had sent ₹35000 to your bank account, I said this in the bank, still only gave me ₹25000.",corruption,2018-06-07 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,BM,"After taking the letter, you go to the bank manager and apply.",2018,6,7,2022,11,18,True,pure paisa mile
 Shanti Kumari Baraik,GURUPRASAD PEDNEKAR, Mary Pushpa of Jamdih keyundtoli gaon of Rampur panchayat of Kamdara district of Gumla district has not been defecated for being a ward member.,corruption,2017-09-22 00:00:00.000,2022-11-18 10:44:01.764,GUMLA,True,False,False,BDO, NA,2017,9,22,2022,11,18,True,mary pushpa also has a toilet mile under the scheme.
 Shanti Kumari Baraik,GURUPRASAD PEDNEKAR,"District Gumla Block Palkot Panchayat Koleng Village Semra's Jyoti Tikki got Indira Awaas in 2013 and she got the first installment of 18 thousand only, after that money was not received due to which the housing is incomplete, the public servant said that now it has been linked to NREGA, now there will be no delay Happened . Forced to live with great difficulty in just two rooms",corruption,2018-01-28 00:00:00.000,2022-11-18 10:44:01.764,GUMLA,True,False,False,BDO, NA,2018,1,28,2022,11,18,True,accommodation is complete
 Amit Topno,NA,"Repairing of road is done from Irud village of Siladon panchayat of Khunti Prakhand of Khunti district, which is covered by Ghatia star par. Length of Sadak 2.70 km",corruption,2017-09-20 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,DC, NA,2017,9,20,2022,11,18,True,sahi repairing ho
 Anil Gudiya,NA,"Gram Panchayat Chorhat Semartand Block Ramgarh District Palamu. 2 years ago in January 2016, the construction of Anganwadi Center building has been done by primary school teacher cum contractor Mr. Rajesh Prasad, which is lying incomplete. The window has not yet been installed in the room for keeping ration and other equipment. There is also a crack in the room and toilet and rain water has also started entering inside. Prabha Devi, the worker of this center has given a written complaint on 23 June 2016 to the ward member, head, CDPO, district social welfare officer and the appropriate but no action was taken. The contractor is a domineering type of person.",corruption,2017-09-11 00:00:00.000,2022-11-18 10:44:01.764,PALAMU,True,False,False,CMHD,screen,2017,9,11,2022,11,18,True,chief minister help desk
 Nirmala Ekka,NA," Ranchi Municipal Corporation elections were held in Ranchi district on 16 April 2018, in which only 65% voting was possible because the names in the voter list were changed everywhere, due to which people were deprived of their voting rights, which is a violation of the Indian Constitution. #NirmalaEkka",corruption,2018-07-05 00:00:00.000,2022-11-18 10:44:01.764,RANCHI,True,False,False,NA," One part of the complaint should be given to the Nirwachan Adhikari, make an online petition, or you can get information about Gadbadi by giving RTI",2018,7,5,2022,11,18,True,improve voter list
 Sanju Malto,NA,"Surja Paharia, a resident of village Kesari Pahar block Mandaro district Sahibganj, is deprived of handicapped pension. Surja Paharia has a handicapped certificate but has not received the benefit of handicapped pension till date. .",corruption,2018-04-15 00:00:00.000,2022-11-18 10:44:01.764,SAHEBGANJ,True,False,False,CDPO, screen,2018,4,15,2022,11,18,True,"cdpo, mandro"
 Shikha Paharin,GRADUATE CC,"Years ago in Village Vanchappa Pahar Panchayat Daminbhitha, Block Mandro, District Sahibganj, under Birsa Munda Awas Yojana, only the foundation of 14 houses was laid and the houses were not built completely and on the same foundation some people's Prime Minister's houses are being constructed and some people's housing is in its condition",corruption,2018-05-31 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,BDO," Community now take the Patr to the BDO's pass, screen the video. Submit the application by writing it.",2018,5,31,2022,11,18,True,the whole house is pure
 Kamal Kishor Purty,NA,"Pandrasali village under Khuntpani block, Public Distribution System, Deshauli Mahila Samiti shop, distributed ration to the card holders through Vyomantric in the month of last July. The shopkeeper is not even giving the receipt to the card holders. And it is showing twice the amount distributed per cardholder online. It is clear from this that the shopkeeper is cheating the poor laborer card holders. The poor laborers are being deprived of their rights and there may be an economic crisis tomorrow.",corruption,2017-08-10 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,True,False,DKAP,Khadya sarvajanik vitran evam upbhokta mamla vibhag me ko avgat karana.,2017,8,10,2022,11,18,True,sahi matra me rasahn mile aur ucit rasahn mile
 Xavier Hamsay,NA,"Kadiya Sandi Purti of Kontari village, West Singhbhum Bandgaon block had deposited Rs 25000 (twenty five thousand) in Bank of India Bandgaon branch in 2012 and when he wanted to withdraw the money in 2018, he is not getting the money.",corruption,2018-02-19 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,True,False,BM-B-, NA,2018,2,19,2022,11,18,True,paisa wapas mile
 Xavier Hamsay,NA,"Sawniya panchayat of Bandgaon block of West Singhbhum district, in Sawniya gaon, banning the scheme for soil mud road without money, money has been deposited and rights have been taken out.",corruption,2017-09-21 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,DC, NA,2017,9,21,2022,11,18,True,road bane aur doshidaar par karwai ho
 Kamal Kishor Purty,NA,"Nanika Banra of Ruidih village under Block-Khuntpani of West Singhbhum district, under MGNREGA, in 2015, under MNREGA, the wages for the construction of drain from Komdong Hessa to Bijay Banda is going on for two and a half years, till now, along with Nanika, 20 laborers got 222 man-days of MGNREGA wages. Payment has not yet been made.",corruption,2017-07-17 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO, The application has to be submitted.,2017,7,17,2022,11,18,True,majduri bhugtan kiya jaye.
 Kamal Kishor Purty,NA,"Swachh Bharat Swachh Mission 25 toilets have been constructed in Jugidaru of Khuntpani block and more are to be built. The foundation is being connected with 1,2 bricks. It can fall anytime in the rain.",corruption,2018-04-09 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,SK, screen to official.,2018,4,9,2022,11,18,True,bdo khuntpani
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,"The road adjacent to Gyan Jyoti Public School located in Adarsh Nagar, East Sasbeda Panchayat, Bokaro is in a very bad condition. In fact, the foundation stone for construction of 300 feet road here was done by MLA Madhav Lal Singh on September 13, 2014. Apart from laying the foundation stone, nothing has been done for this road in the last 3 years.",crumbling infrastructure,2017-10-12 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,BDO, screen to BDO,2017,10,12,2022,11,18,True,"bdo, gomiya, bokaro"
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,People living in Mulat Government Colony of East Sasbeda Panchayat of Bokaro district are living in great difficulty. Amina Khatoon is living with her family in the same room. 7 more families like him are also facing the same problem.,crumbling infrastructure,2017-10-22 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,SP, screen mojo to BDO.,2017,10,22,2022,11,18,True,"bdo, gomiya"
 Saroj Kumar Rawani,GRADUATE CC,"To say that Kandynagar MP of Kanha Chati block of Chatra district is an ideal village. But the road of Ward No. 02 is bad for many years, affecting 40 houses.",crumbling infrastructure,2018-08-03 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,M," visit MP with community, screen video to him, give an application to fix road and other basic need for villagers",2018,8,3,2022,11,18,True,gram ko darsh banaya jay
 Halima Ejaz,GURUPRASAD PEDNEKAR," There is Binod Bihari stadium in Murlidh village of Baghmara block of Dhanbad district, where 10 panchayats enjoy log matches and organize sports. Par is the reason why there is no dressing room for the Larkiyon in the stadium, because of which it is difficult to prepare. Larke toh kahin par bhi apna dress kar lete hain par larkiyan nahi.",crumbling infrastructure,2017-08-02 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,KPV, NA,2017,8,2,2022,11,18,True,dressing room ka nirman ho.
 Sanchita Pathak,MST SORIYA BANU," Village Lawadih, Khumrabad, Dumka had it's approach road in very bad condition. Community correspondent Sanchita Pathak shot footages and showed it to DC, Dumka on 20th April 2017. Few months later on 11th September 2017, construction of the road started.",crumbling infrastructure,2017-04-20 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,True,False,MK, screen footages to DC,2017,4,20,2022,11,18,True,"mukesh kumar, dc, dumka"
 Sanchita Pathak,MST SORIYA BANU,"Village-Keshia Bahal, the road here is in bad shape for about 10 years, before that this road was built with Zilla Parishad fund. Due to the bad condition of the road, 200 family members have difficulty in commuting through the road and this is the reason for the commuting of the village. It is the main road and the people of the entire village are dependent on this road and there is also a Panchayat building and a school in this village. It becomes difficult for people to walk on the road during the rainy season.",crumbling infrastructure,2018-03-15 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,VS, screen,2018,3,15,2022,11,18,True,"vishal sagar, bdo, dumka"
 Sanchita Pathak,MST SORIYA BANU, Pitching of the road of Khajuria village of Dumka district has not been done. Bade-bade boulders have come out on the road. Driving a motorcycle or cycle is also difficult in such a road.,crumbling infrastructure,2017-08-31 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,CO, NA,2017,8,31,2022,11,18,True,the road should be repaired.
 Sanchita Pathak,MST SORIYA BANU,"Village-Keshiyabahal District-Dumka Block-Dumka.This village Keshiyabahal has a road problem.It has been a problem for almost 20 years,villagers have spoken many times about this to the head of the gram sevak and also held a gram sabha,but till now this Nothing was done to solve the problem.",crumbling infrastructure,2018-01-06 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,BDO, NA,2018,1,6,2022,11,18,True,road ko banaya jaye
 Sanchita Pathak,MST SORIYA BANU,"The road to Jamdali village under Kumdabad block of Dumka district is bad. The villagers have complained to the representatives of Gram Sabha and Panchayat, but nothing has happened so far.",crumbling infrastructure,2017-11-29 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,MK, screen,2017,11,29,2022,11,18,True,"mukesh kumar, dc, dumka"
 Sanchita Pathak,MST SORIYA BANU,"There are 80 families living in Kadoi village under Dumka block of Dumka district. Due to lack of drainage, people are suffering from Malaria disease in the village due to abuse and rain water getting accumulated in the road around the house. This problem since last 5 years. is l",crumbling infrastructure,2018-01-05 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,BDO, now,2018,1,5,2022,11,18,True,drain cleaned
 Tulsi Hembrom,SHIKHA PAHARIN," Lavabhanga river in Domjodi panchayat of Potka block of Purvi Singhbhum district has been pulled, 5000 people are suffering.",crumbling infrastructure,2017-08-31 00:00:00.000,2022-11-18 10:44:01.764,EAST SINGHBHUM,True,False,False,DC, NA,2017,8,31,2022,11,18,True,tuta huwa pull ka repairing ho
 Mary Nisha Hansda,HARIHAR NAGBANSI," A PCC road in Simaldhab village of Panchayat Bansjori, District Godda, Sunderpahari Block, was to be constructed from the south-east side of the village, but it is being forcibly constructed from the west side of the village by the contractor Manikant Chowdhary. The material dropped for the construction work is also of poor quality.",crumbling infrastructure,2017-12-09 00:00:00.000,2022-11-18 10:44:01.764,GONDA,True,False,False,BDO, screen,2017,12,9,2022,11,18,True,"bdo, sundarpahadi, godda"
 Manju Kisku,NA,"Due to lack of bridge in the village-Dumaria river of Barkattha block of Hazaribagh district, when there is a flood in the rainy season, one has to come from a distant settlement. And the contact with each other village is broken. The path here has also been broken. About 500 people are affected by this. The community and Dhunu Devi want a bridge to be built for us.",crumbling infrastructure,2018-04-09 00:00:00.000,2022-11-18 10:44:01.764,HAZARIBAGH,True,False,False,BDO," screen, make IU video.",2018,4,9,2022,11,18,True,"bdo, barkattha, hazaribagh"
 Manju Kisku,NA,"Tetri Devi of Dumar village of Chruchu block of Hazaribag district and 5 families have been using water from Dari for the last 30 years for pine trees and other works, their troubles are increasing even more during rainy days.",crumbling infrastructure,2017-09-15 00:00:00.000,2022-11-18 10:44:01.764,HAZARIBAGH,True,False,False,BDO, NA,2017,9,15,2022,11,18,True,handpump ho taki unko swach pani mile.
 Ravinder Baraik,SHIKHA PAHARIN,"P.C.C. It has become high due to which the house of four families becomes a mud wall in the rainy season, it can collapse anytime. Which remains a problem for these families. It is very important to have a proper drain here.",crumbling infrastructure,2018-08-10 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,BDO," visit to panchayat give an application and give to Sarpanch, also sreen video, sgo to BDO office screen video to BDo",2018,8,10,2022,11,18,True,nali ka nirman kiya kiya jay
 Vinti Vishwakarma,NA,"The road in Parho Panchayat of Block Domchanch is about 20 kms. m. From Saphi to Parho, Nawadih, Janpur and further to many villages, the road is completely dilapidated and about 15,000 people have to face many difficulties in commuting.",crumbling infrastructure,2018-04-10 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,AT, screen Make IU,2018,4,10,2022,11,18,True,assistant development commissioner
 Vinti Vishwakarma,NA," In Bihor colony of Lathiyobor village of Domchanch block of Koderma district, 20 Birhor families have been living since 40 years. Unka Indra awas jarjar hai, kabhi bhi gir shakti hai aur jaan ka katra bana rahta hai.",crumbling infrastructure,2017-09-11 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,BDO, NA,2017,9,11,2022,11,18,True,birhor heard the plea of the community.
Dimpi Singh,NO," Under Koderma District Domachanch Block, Behradih Panchayat Ward No. 11, due to the blockage of garbage in the drain, water freezes in the road, due to which the villagers have to face difficulties. This problem has been there for four years.",crumbling infrastructure,2018-08-10 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,GP," go to panchayat office, screen video and give an application to build the drain. screen video in community",2018,8,10,2022,11,18,True,panchayat drain cleaning
 Vinti Vishwakarma,NA,Dist- Koderma Block-Domchanch ke Purnadih Panchayat ke Harijan Tola 1000 ki jansankhya or drain nahi hai jise nali gande paani gusto me lakshami devi ke ghar me hai or lakh ki janne me savi dha hoti hai,crumbling infrastructure,2017-08-02 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,H-P, NA,2017,8,2,2022,11,18,True,drain should be constructed so that the flowing water of the road goes out of the drain.
 Anita Oraon,NA, The condition of the road in Uru village of Torar panchayat of Senha block of Lohardaga district is very bad. Jagah-jagh gadhe aur kichar bhara huwa hai. I am troubled by the people who come,crumbling infrastructure,2017-07-17 00:00:00.000,2022-11-18 10:42:09.753,LOHARDAGA,True,False,False,BDO, Application should be written with milk and submitted to BDO,2017,7,17,2022,11,18,True,pcc raod ka nirman ho
 Elizabeth Murmu,NA,"Pakur district Maheshpur block Hathimara Chapo Tola village road is in dilapidated condition in which people of 15,16 villages are facing difficulties in commuting. Under compulsion, people have to go through the mud because they have to go through a lot of other routes.",crumbling infrastructure,2018-08-09 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,BDO, Give an application to the BDO along with all the people of the village. That's why there is a solution to the road problem.,2018,8,9,2022,11,18,True,road banaya jay
 Mahima Bhengra,NA,"The road leading from Daltonganj headquarter to Chhattisgarh, 30 kilometer road from village Kuti to Ramkanda via Ramgarh, is very bad. This road was built once in 2006, after that it became useless due to lack of repair. People using this road face a lot of trouble.",crumbling infrastructure,2017-10-27 00:00:00.000,2022-11-18 10:44:01.764,PALAMU,True,False,False,AB, screen to BDO.,2017,10,27,2022,11,18,True,"bdo, ramgarh, palamau"
 Nirmala Ekka,NA,"Ranchi district's Kanke block's Kanke block's high way to seven road jo block jo hai hai, wo road tuta huwa hai, jagah jagah gadhe aur barisha me us gadhe me water bhara rahta hai. Auto drivers and bike riders and bicycle people are in trouble.",crumbling infrastructure,2017-09-12 00:00:00.000,2022-11-18 10:44:01.764,RANCHI,True,False,False,BDO, now,2017,9,12,2022,11,18,True,the road is being repaired
 Xavier Hamsay,NA, Sinduribera Panchayat Sinduribera Gair Tola ki West Singhbhum Mrs. Rupali Guria's family and any other 6 families of the village suffer a lot especially in summer days for pine water.,crumbling infrastructure,2017-08-11 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,PHD, now,2017,8,11,2022,11,18,True,water should be restored for the villagers
 Kamal Kishor Purty,NA,The laborers engaged in the construction of big water tower being constructed in Baihatu village under Manoharpur block are being paid less than the wage rate fixed by the government. The construction of this water tower has been inaugurated by the local MLA. Kamal Purti reports from West Singhbhum,crumbling infrastructure,2018-05-31 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,LS," visit officers and submit application, or file online complaint",2018,5,31,2022,11,18,True,mazdoori mile
 Halima Ejaz,GURUPRASAD PEDNEKAR," In Chaglaytand village of Govindpur block of Dhanbad district, PARA teachers are not getting salary for the last three months.",education,2018-01-04 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,DEO, NA,2018,1,4,2022,11,18,True,para teachers ko bakaya payment mile
 Mary Nisha Hansda,HARIHAR NAGBANSI," Arvind Murmu and Dev Soren, two students of Jamdiha Primary School in Godda district, passed the examination for enrollment in Eklavya School, but are not giving their enrollment.",education,2018-07-26 00:00:00.000,2022-11-18 10:44:01.764,GONDA,True,False,False,DC," visit to DC office with students, and give an application. Screen video to dc",2018,7,26,2022,11,18,True,nomination given in school
 Vinti Vishwakarma,NA, People of Birhor community in Koderma district have to go to school without having to go to school with their parents. jile 1500 baal majduri karte hain.,education,2017-09-11 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,DC, now,2017,9,11,2022,11,18,True,bachon ko schooli sikcha mile.
 Shikha Paharin,GRADUATE CC, Village Kasari Pahar Panchayat Karampurato Block Taljhari District Sahebganj is an upgraded school in which teachers come to visit the school two or three times a month this process is going on for years the children are deprived of education and midday meal till date no one has come to check the school,education,2018-05-31 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,EDU, visit officer with community. go to SMC and ask about the budget status and write application to BEO,2018,5,31,2022,11,18,True,madhya bhajan diya jay
 Xavier Hamsay,NA,"Kasturba Gandhi Residential Girls School Scheme is being operated with a view to provide facilities of education to out-of-school girls and drop out girls belonging to deprived classes in educationally backward development blocks. Seeing that the number of girl students is less in any block, the Jharkhand government has announced that to fill the vacant places, girls from other blocks should also be taken. The villagers and people's representatives of Bandgaon want that these vacant places should be filled by finding deprived girls of the block itself, because their number is more and they are not able to go to school.",education,2017-09-21 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,DC,screen mojo to DC,2017,9,21,2022,11,18,True,"dc, west singhbhum"
 Halima Ejaz,GURUPRASAD PEDNEKAR,"The Supreme Court has given orders to ban polythene but flouting of this law can be seen everywhere. Everywhere, polythene is being used indiscriminately in small and big shops and the administration is sitting silent. Customers do not have jute bags in their hands, they have also become dependent on polythene. Due to not taking proper steps to follow the order given by the court to ban polythene, polythene is being used indiscriminately everywhere. Whether it is a small shop or a big shop, polythene is being used indiscriminately everywhere. being used indiscriminately in Dhanbad city",environment,2018-01-11 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,CO, now,2018,1,11,2022,11,18,True,stop using polythene.
 Halima Ejaz,GURUPRASAD PEDNEKAR," The existence of the Sanjay river in West Singhbhum is eroding. Yes, Sanjay river is a boon for the residents of Chakradharpur, but in recent times it is getting buried naturally due to small dams and urban garbage. Tomorrow the residents of Chakradharpur may have to bear the brunt of this. Report of Halima Ejaz",environment,2018-07-26 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,DC," visit to DC office with signature campaign, you can take help or other organization and media. go with community member",2018,7,26,2022,11,18,True,the dirty water near the river is clean.
